Grupo;Departamento;División;Género;Salario base;Pago de tiempo extra;Grado de estudio
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;52566;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;52566;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;52566;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;52566;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;52566;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;F;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;F;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F3
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruit Training;M;58113;0;F1
FRS;Fire and Rescue Services;FRS 45 Recruiting;M;152108;0;B3
FRS;Fire and Rescue Services;FRS 45 Rescue 2;M;92213;26539.45;F2
FRS;Fire and Rescue Services;FRS 45 Rescue 2;M;96826;5672.98;F3
FRS;Fire and Rescue Services;FRS 45 Rescue 2;M;92213;25598.94;F2
FRS;Fire and Rescue Services;FRS 45 Rescue 2;M;106504;63962.29;F4
FRS;Fire and Rescue Services;FRS 45 Rescue 2;M;106504;87642.87;F4
FRS;Fire and Rescue Services;FRS 45 Rescue 2;M;132119;89213.81;B2
FRS;Fire and Rescue Services;FRS 45 Second Battalion - Administration;M;117165;6157.68;B1
FRS;Fire and Rescue Services;FRS 45 Second Battalion - Administration;M;117165;37726.67;B1
FRS;Fire and Rescue Services;FRS 45 Second Battalion - Administration;M;117165;6548.45;B1
FRS;Fire and Rescue Services;FRS 45 Second Battalion - Administration;M;117165;13263.54;B1
FRS;Fire and Rescue Services;FRS 45 Second Battalion - Administration;M;105676;59203.43;B1
FRS;Fire and Rescue Services;FRS 45 Second Battalion - Administration;M;105676;2286.33;B1
FRS;Fire and Rescue Services;FRS 45 Self Contained Breathing Apparatus (SCBA) Shop;M;117424;0;N25
FRS;Fire and Rescue Services;FRS 45 Self Contained Breathing Apparatus (SCBA) Shop;M;72463;0;14
FRS;Fire and Rescue Services;FRS 45 Special Operations;M;106504;64378.05;F4
FRS;Fire and Rescue Services;FRS 45 Special Operations;F;167306;0;B4
FRS;Fire and Rescue Services;FRS 45 Special Operations;M;152108;0;B3
FRS;Fire and Rescue Services;FRS 45 Special Operations;M;152108;0;B3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;92213;5006.21;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;96826;700.32;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;F;132119;33816.77;B2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;106504;33431.65;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;106504;21081.89;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;106504;12724.17;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;106504;1830.35;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;106504;419.2;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;96826;46438.64;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;106504;18674.64;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;132119;19534.4;B2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;132119;7296.92;B2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;70023;26231.26;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;99420;16717.59;F4
FRS;Fire and Rescue Services;FRS 45 Station 1;M;81521;59371.1;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;81521;18347.18;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;70023;1826;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;76101;44710.02;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;73525;6685.9;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;73525;42690.36;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;73525;15490.8;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;70023;18371.76;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;67657;8390.92;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;M;70023;21629.68;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;73525;441.36;F3
FRS;Fire and Rescue Services;FRS 45 Station 1;F;70023;10809.46;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;70023;12750.69;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;F;65368;4503.5;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;65368;22039.87;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;65368;948.93;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;63156;5470.79;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;65368;13222.5;F2
FRS;Fire and Rescue Services;FRS 45 Station 1;M;63156;10170.97;F2
FRS;Fire and Rescue Services;FRS 45 Station 10;M;117165;47517.11;B1
FRS;Fire and Rescue Services;FRS 45 Station 10;M;106504;58103.97;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;132119;54581.42;B2
FRS;Fire and Rescue Services;FRS 45 Station 10;M;106504;95070.47;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;106504;29367.95;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;132119;54006.94;B2
FRS;Fire and Rescue Services;FRS 45 Station 10;M;96826;44356.39;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;117165;58002.53;B1
FRS;Fire and Rescue Services;FRS 45 Station 10;M;106504;47524.41;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;132119;39235.15;B2
FRS;Fire and Rescue Services;FRS 45 Station 10;M;93824;2413.77;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;96826;16775.52;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;96826;44651.22;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;117165;2889.98;B1
FRS;Fire and Rescue Services;FRS 45 Station 10;M;103202;0;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;106504;91122.21;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;96826;8901.61;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;96826;45026.53;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;106504;23789.86;F4
FRS;Fire and Rescue Services;FRS 45 Station 10;M;96826;47850.83;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;90386;45702.52;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;90386;10779.7;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;90386;67947.34;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;86079;8252.04;F2
FRS;Fire and Rescue Services;FRS 45 Station 10;M;90386;25789.98;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;90386;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;87328;16152.65;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;75014;21372.15;F2
FRS;Fire and Rescue Services;FRS 45 Station 10;F;78765;3330.08;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;M;75014;10238.42;F2
FRS;Fire and Rescue Services;FRS 45 Station 10;M;76101;21107.63;F3
FRS;Fire and Rescue Services;FRS 45 Station 10;F;73525;12279.57;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;132119;55719.57;B2
FRS;Fire and Rescue Services;FRS 45 Station 11;F;128022;5934.06;B2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;132119;0;B2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;96826;812.96;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;106504;131.55;F4
FRS;Fire and Rescue Services;FRS 45 Station 11;M;106504;34846.45;F4
FRS;Fire and Rescue Services;FRS 45 Station 11;M;96826;841.53;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;96826;28702.21;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;132119;18692.32;B2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;92213;4329.66;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;106504;21529.9;F4
FRS;Fire and Rescue Services;FRS 45 Station 11;M;92213;0;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;86079;5041.32;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;90386;29406.65;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;90386;696.65;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;86079;0;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;78765;65.41;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;70023;31587.12;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;70023;17087.73;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;65368;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 11;M;63156;493.42;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;63156;10187.63;F2
FRS;Fire and Rescue Services;FRS 45 Station 11;M;63156;1288.95;F2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;132119;5558.56;B2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;132119;42091.32;B2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;132119;43721.17;B2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;96826;58968.28;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;106504;47547.16;F4
FRS;Fire and Rescue Services;FRS 45 Station 12;M;106504;20743.42;F4
FRS;Fire and Rescue Services;FRS 45 Station 12;M;106504;15031.54;F4
FRS;Fire and Rescue Services;FRS 45 Station 12;M;106504;42290.48;F4
FRS;Fire and Rescue Services;FRS 45 Station 12;M;99420;79523.89;F4
FRS;Fire and Rescue Services;FRS 45 Station 12;M;86079;15073.68;F2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;96060;15601.15;F4
FRS;Fire and Rescue Services;FRS 45 Station 12;M;87328;23165.21;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;F;87328;6776.62;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;87328;46115.96;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;81521;5135.42;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;81521;6357.15;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;78765;10687.81;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;78765;51195.31;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;78765;3264.68;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;F;73525;16256.68;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;76101;29627.94;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;73525;26054.55;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;73525;17241.46;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;73525;5752.19;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;73525;50730.33;F3
FRS;Fire and Rescue Services;FRS 45 Station 12;M;65368;3680.07;F2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;65368;2956.26;F2
FRS;Fire and Rescue Services;FRS 45 Station 12;F;63156;25049.11;F2
FRS;Fire and Rescue Services;FRS 45 Station 12;F;65368;22114.89;F2
FRS;Fire and Rescue Services;FRS 45 Station 12;M;63156;1127.35;F2
FRS;Fire and Rescue Services;FRS 45 Station 13;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 13;M;106504;14125.4;F4
FRS;Fire and Rescue Services;FRS 45 Station 13;M;106504;90449.75;F4
FRS;Fire and Rescue Services;FRS 45 Station 13;M;106504;34793.3;F4
FRS;Fire and Rescue Services;FRS 45 Station 13;M;96826;72.29;F3
FRS;Fire and Rescue Services;FRS 45 Station 13;M;106504;58308.79;F4
FRS;Fire and Rescue Services;FRS 45 Station 13;M;132119;0;B2
FRS;Fire and Rescue Services;FRS 45 Station 13;M;93824;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 13;M;96826;34130.71;F3
FRS;Fire and Rescue Services;FRS 45 Station 13;F;132119;10926.49;B2
FRS;Fire and Rescue Services;FRS 45 Station 13;M;132119;24589.64;B2
FRS;Fire and Rescue Services;FRS 45 Station 13;M;96826;8658.64;F3
FRS;Fire and Rescue Services;FRS 45 Station 13;M;106504;8291.98;F4
FRS;Fire and Rescue Services;FRS 45 Station 14;F;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 14;M;106504;24456.73;F4
FRS;Fire and Rescue Services;FRS 45 Station 14;M;96826;6018.19;F3
FRS;Fire and Rescue Services;FRS 45 Station 14;M;106504;50385.28;F4
FRS;Fire and Rescue Services;FRS 45 Station 14;F;96826;30166.03;F3
FRS;Fire and Rescue Services;FRS 45 Station 14;M;92213;16873.35;F2
FRS;Fire and Rescue Services;FRS 45 Station 14;M;96826;36023.66;F3
FRS;Fire and Rescue Services;FRS 45 Station 14;F;106504;13608.67;F4
FRS;Fire and Rescue Services;FRS 45 Station 14;M;86079;44.31;F2
FRS;Fire and Rescue Services;FRS 45 Station 14;M;65368;15208.71;F2
FRS;Fire and Rescue Services;FRS 45 Station 14;M;81521;4606.09;F3
FRS;Fire and Rescue Services;FRS 45 Station 14;M;65368;1418.5;F2
FRS;Fire and Rescue Services;FRS 45 Station 14;F;70023;3666.19;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;96826;20888.59;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;106504;22048.21;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;106504;20187.69;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;96826;28020.9;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;132119;62003;B2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;132119;60066.34;B2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;106504;20415.79;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;117165;38002.24;B1
FRS;Fire and Rescue Services;FRS 45 Station 15;M;117165;48279.74;B1
FRS;Fire and Rescue Services;FRS 45 Station 15;M;106504;17760.79;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;132119;40341.05;B2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;96826;61015.87;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;106504;27372.71;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;86639;21503.1;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;96826;698.28;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;117165;36591.61;B1
FRS;Fire and Rescue Services;FRS 45 Station 15;M;117165;24824.53;B1
FRS;Fire and Rescue Services;FRS 45 Station 15;M;106504;32820.36;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;99420;19785.54;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;65368;17714.73;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;90386;17757.88;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;90386;1102.15;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;87328;51414.2;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;96060;21079.16;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;78765;22855.78;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;73525;47478.66;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;86639;36142.56;F4
FRS;Fire and Rescue Services;FRS 45 Station 15;M;81521;17374.71;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;77639;2102.44;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;65368;21619.39;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;78765;52185.46;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;78765;10523.6;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;73525;2523.14;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;73525;5759.12;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;73525;36458.03;F3
FRS;Fire and Rescue Services;FRS 45 Station 15;M;65368;2576.54;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;65368;1901.43;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;63156;14418.58;F2
FRS;Fire and Rescue Services;FRS 45 Station 15;M;63156;7862.7;F2
FRS;Fire and Rescue Services;FRS 45 Station 16;M;132119;36776.24;B2
FRS;Fire and Rescue Services;FRS 45 Station 16;M;106504;861.21;F4
FRS;Fire and Rescue Services;FRS 45 Station 16;M;106504;11177.45;F4
FRS;Fire and Rescue Services;FRS 45 Station 16;M;106504;21911.44;F4
FRS;Fire and Rescue Services;FRS 45 Station 16;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;106504;32398.86;F4
FRS;Fire and Rescue Services;FRS 45 Station 16;M;96826;10710.47;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;117165;2817.46;B1
FRS;Fire and Rescue Services;FRS 45 Station 16;M;96826;6569.39;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;106504;45245.04;F4
FRS;Fire and Rescue Services;FRS 45 Station 16;M;96826;42379.07;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;117165;93837.19;B1
FRS;Fire and Rescue Services;FRS 45 Station 16;M;132119;7211.06;B2
FRS;Fire and Rescue Services;FRS 45 Station 16;M;106504;6291.98;F4
FRS;Fire and Rescue Services;FRS 45 Station 16;M;;49613.32;B2
FRS;Fire and Rescue Services;FRS 45 Station 16;M;117165;43308.02;B1
FRS;Fire and Rescue Services;FRS 45 Station 16;M;76101;45.74;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;90386;35021.24;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;90386;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;90386;13082.1;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;90386;21698.13;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;90386;6840.53;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;87328;4553.63;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;87328;3590.72;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;87328;45.87;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;92213;20664.86;F2
FRS;Fire and Rescue Services;FRS 45 Station 16;M;81521;76521.81;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;81521;7268.57;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;81521;32904.84;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;81521;20141.13;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;81521;33525.59;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;81521;1340.39;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;73525;4104.58;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;76101;6486;F3
FRS;Fire and Rescue Services;FRS 45 Station 16;M;65368;5104.81;F2
FRS;Fire and Rescue Services;FRS 45 Station 16;M;63156;8855.37;F2
FRS;Fire and Rescue Services;FRS 45 Station 17;M;132119;37252.72;B2
FRS;Fire and Rescue Services;FRS 45 Station 17;M;106504;38658.27;F4
FRS;Fire and Rescue Services;FRS 45 Station 17;M;132119;71914.09;B2
FRS;Fire and Rescue Services;FRS 45 Station 17;M;117165;31255.1;B1
FRS;Fire and Rescue Services;FRS 45 Station 17;M;96826;783.46;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;106504;7394.95;F4
FRS;Fire and Rescue Services;FRS 45 Station 17;M;96826;951.06;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;106504;103842.84;F4
FRS;Fire and Rescue Services;FRS 45 Station 17;M;132119;100870.8;B2
FRS;Fire and Rescue Services;FRS 45 Station 17;M;106504;60053.62;F4
FRS;Fire and Rescue Services;FRS 45 Station 17;M;96826;120.46;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;F;96826;38924.73;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;96826;2153.02;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;;998.18;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;90386;26700.43;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;87328;5185.73;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;87328;5599.71;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;78765;385.49;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;75014;9156.53;F2
FRS;Fire and Rescue Services;FRS 45 Station 17;M;78765;1703.69;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;73525;23813.03;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;73525;7869.41;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;73525;15935.76;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;73525;2317.06;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;73525;1005.19;F3
FRS;Fire and Rescue Services;FRS 45 Station 17;M;70023;4451.9;F2
FRS;Fire and Rescue Services;FRS 45 Station 17;M;65368;3194.67;F2
FRS;Fire and Rescue Services;FRS 45 Station 18;M;117165;71830.74;B1
FRS;Fire and Rescue Services;FRS 45 Station 18;M;106504;60523.68;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;96826;1297.57;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;106504;24382.06;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;132119;76110.36;B2
FRS;Fire and Rescue Services;FRS 45 Station 18;M;106504;37585.18;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;103202;137.53;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;96826;17270.58;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;106504;68109.13;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;;36458.71;B2
FRS;Fire and Rescue Services;FRS 45 Station 18;M;117165;57082.54;B1
FRS;Fire and Rescue Services;FRS 45 Station 18;M;106504;5548.68;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;96826;80933.64;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;132119;140152.48;B2
FRS;Fire and Rescue Services;FRS 45 Station 18;M;117165;30181.56;B1
FRS;Fire and Rescue Services;FRS 45 Station 18;M;96826;0;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;96826;35007.98;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;87328;550.43;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;90386;51618.63;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;90386;6815.11;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;90386;6506.86;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;87328;33032.71;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;87328;43941.47;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;;9233.85;F4
FRS;Fire and Rescue Services;FRS 45 Station 18;M;76101;36783.21;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;81521;65094.93;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;78765;11139.1;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;76101;8416.76;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;73525;8856.29;F3
FRS;Fire and Rescue Services;FRS 45 Station 18;M;63156;5435.42;F2
FRS;Fire and Rescue Services;FRS 45 Station 18;F;63156;7137.5;F2
FRS;Fire and Rescue Services;FRS 45 Station 19;M;78765;6340.98;F3
FRS;Fire and Rescue Services;FRS 45 Station 19;M;78765;43620.11;F3
FRS;Fire and Rescue Services;FRS 45 Station 19;M;75014;2740.86;F2
FRS;Fire and Rescue Services;FRS 45 Station 19;M;73525;7176.35;F3
FRS;Fire and Rescue Services;FRS 45 Station 19;M;73525;20860.66;F3
FRS;Fire and Rescue Services;FRS 45 Station 19;M;73525;15283.39;F3
FRS;Fire and Rescue Services;FRS 45 Station 2;M;106504;15239.79;F4
FRS;Fire and Rescue Services;FRS 45 Station 2;M;;23944.55;F3
FRS;Fire and Rescue Services;FRS 45 Station 2;M;132119;48379.16;B2
FRS;Fire and Rescue Services;FRS 45 Station 2;M;132119;12903.46;B2
FRS;Fire and Rescue Services;FRS 45 Station 2;M;132119;36847.21;B2
FRS;Fire and Rescue Services;FRS 45 Station 2;M;;26041.05;F4
FRS;Fire and Rescue Services;FRS 45 Station 2;M;106504;33385.97;F4
FRS;Fire and Rescue Services;FRS 45 Station 2;M;132119;29622.14;B2
FRS;Fire and Rescue Services;FRS 45 Station 2;M;92213;4859.61;F2
